date,n-unique-addresses
2021-12-27,674082.0
2021-12-31,703405.0
2022-01-04,680570.0
2022-01-08,591014.0
2022-01-12,679922.0
2022-01-16,569876.0
2022-01-20,683613.0
2022-01-24,668850.0
2022-01-28,680599.0
2022-02-01,687763.0
2022-02-05,673249.0
2022-02-09,663348.0
2022-02-13,590527.0
2022-02-17,665429.0
2022-02-21,615656.0
2022-02-25,687447.0
2022-03-01,722863.0
2022-03-05,594977.0
2022-03-09,702360.0
2022-03-13,554544.0
2022-03-17,743399.0
2022-03-21,663684.0
2022-03-25,752938.0
2022-03-29,706611.0
2022-04-02,660755.0
2022-04-06,666088.0
2022-04-10,551596.0
2022-04-14,673582.0
2022-04-18,631282.0
2022-04-22,671463.0
2022-04-26,689345.0
2022-04-30,684282.0
2022-05-04,615048.0
2022-05-08,597305.0
2022-05-12,730516.0
2022-05-16,663779.0
2022-05-20,668605.0
2022-05-24,600094.0
2022-05-28,576357.0
2022-06-01,683372.0
2022-06-05,538083.0
2022-06-09,661923.0
2022-06-13,708381.0
2022-06-17,663831.0
2022-06-21,647716.0
2022-06-25,557791.0
2022-06-29,654949.0
2022-07-03,548190.0
2022-07-07,691644.0
2022-07-11,590261.0
2022-07-15,661194.0
2022-07-19,682638.0
2022-07-23,572761.0
2022-07-27,644191.0
2022-07-31,561055.0
2022-08-04,695558.0
2022-08-08,652517.0
2022-08-12,703328.0
2022-08-16,677726.0
2022-08-20,597278.0
2022-08-24,649399.0
2022-08-28,547812.0
2022-09-01,685449.0
2022-09-05,628765.0
2022-09-09,753468.0
2022-09-13,663498.0
2022-09-17,641808.0
2022-09-21,632611.0
2022-09-25,574037.0
2022-09-29,652313.0
2022-10-03,656236.0
2022-10-07,675013.0
2022-10-11,635320.0
2022-10-15,612380.0
2022-10-19,612805.0
2022-10-23,582380.0
2022-10-27,648360.0
2022-10-31,667561.0
2022-11-04,689430.0
2022-11-08,719305.0
2022-11-12,677645.0
2022-11-16,670368.0
2022-11-20,595776.0
2022-11-24,642832.0
2022-11-28,630827.0
2022-12-02,686664.0
2022-12-06,637825.0
2022-12-10,617455.0
2022-12-14,673994.0
2022-12-18,559608.0
2022-12-22,665463.0
2022-12-26,548937.0
2022-12-30,726125.0
2023-01-03,645565.0
2023-01-07,601071.0
2023-01-11,661284.0
2023-01-15,605147.0
2023-01-19,684950.0
2023-01-23,651866.0
2023-01-27,699439.0
2023-01-31,709466.0
2023-02-04,691143.0
2023-02-08,682912.0
2023-02-12,617837.0
2023-02-16,759215.0
2023-02-20,615969.0
2023-02-24,695824.0
2023-02-28,731797.0
2023-03-04,678996.0
2023-03-08,656385.0
2023-03-12,621363.0
2023-03-16,687640.0
2023-03-20,725399.0
2023-03-24,683787.0
2023-03-28,684623.0
2023-04-01,702374.0
2023-04-05,719774.0
2023-04-09,570129.0
2023-04-13,720191.0
2023-04-17,665181.0
2023-04-21,771581.0
2023-04-25,663868.0
2023-04-29,628996.0
2023-05-03,728440.0
2023-05-07,482095.0
2023-05-11,596717.0
2023-05-15,579485.0
2023-05-19,664491.0
2023-05-23,636984.0
2023-05-27,672783.0
2023-05-31,709100.0
2023-06-04,588801.0
2023-06-08,682296.0
2023-06-12,617352.0
2023-06-16,765014.0
2023-06-20,746599.0
2023-06-24,683837.0
2023-06-28,627350.0
2023-07-02,534333.0
2023-07-06,709055.0
2023-07-10,679425.0
2023-07-14,760021.0
2023-07-18,775244.0
2023-07-22,556589.0
2023-07-26,737067.0
2023-07-30,800500.0
2023-08-03,716303.0
2023-08-07,676210.0
2023-08-11,733810.0
2023-08-15,786113.0
2023-08-19,628343.0
2023-08-23,652036.0
2023-08-27,606069.0
2023-08-31,742110.0
2023-09-04,730142.0
2023-09-08,694292.0
2023-09-12,784703.0
2023-09-16,876224.0
2023-09-20,823616.0
2023-09-24,685778.0
2023-09-28,639899.0
2023-10-02,691873.0
2023-10-06,679001.0
2023-10-10,629505.0
2023-10-14,612783.0
2023-10-18,613906.0
2023-10-22,577606.0
2023-10-26,778594.0
2023-10-30,779588.0
2023-11-03,789502.0
2023-11-07,737771.0
2023-11-11,894325.0
2023-11-15,770577.0
2023-11-19,806772.0
2023-11-23,771284.0
2023-11-27,759608.0
2023-12-01,844580.0
2023-12-05,674260.0
2023-12-09,739198.0
2023-12-13,617899.0
2023-12-17,570690.0
2023-12-21,699086.0
2023-12-25,572121.0
2023-12-29,703116.0
2024-01-02,550846.0
2024-01-06,572161.0
2024-01-10,605995.0
2024-01-14,616604.0
2024-01-18,678147.0
2024-01-22,620801.0
2024-01-26,683719.0
2024-01-30,687547.0
2024-02-03,668270.0
2024-02-07,640781.0
2024-02-11,558692.0
2024-02-15,612859.0
2024-02-19,617452.0
2024-02-23,679759.0
2024-02-27,674490.0
2024-03-02,623680.0
2024-03-06,681667.0
2024-03-10,627815.0
2024-03-14,663447.0
2024-03-18,673489.0
2024-03-22,679058.0
2024-03-26,648004.0
2024-03-30,614851.0
2024-04-03,714141.0
2024-04-07,652726.0
2024-04-11,631803.0
2024-04-15,666015.0
2024-04-19,727141.0
2024-04-23,441797.0
2024-04-27,673970.0
2024-05-01,587665.0
2024-05-05,429326.0
2024-05-09,513026.0
2024-05-13,466123.0
2024-05-17,514199.0
2024-05-21,508542.0
2024-05-25,465497.0
2024-05-29,449070.0
2024-06-02,393004.0
2024-06-06,476121.0
2024-06-10,473053.0
2024-06-14,475827.0
2024-06-18,484883.0
2024-06-22,456727.0
2024-06-26,476277.0
2024-06-30,465981.0
2024-07-04,487582.0
2024-07-08,534832.0
2024-07-12,486027.0
2024-07-16,492843.0
2024-07-20,444989.0
2024-07-24,484767.0
2024-07-28,431944.0
2024-08-01,550192.0
2024-08-05,572484.0
2024-08-09,505594.0
2024-08-13,499256.0
2024-08-17,468048.0
2024-08-21,528523.0
2024-08-25,410926.0
2024-08-29,537264.0
2024-09-02,497761.0
2024-09-06,541499.0
2024-09-10,496236.0
2024-09-14,497081.0
2024-09-18,503606.0
2024-09-22,439610.0
2024-09-26,515965.0
2024-09-30,513555.0
2024-10-04,553982.0
2024-10-08,556194.0
2024-10-12,440477.0
2024-10-16,465015.0
2024-10-20,462770.0
2024-10-24,453818.0
2024-10-28,535356.0
2024-11-01,556938.0
2024-11-05,548496.0
2024-11-09,502341.0
2024-11-13,636591.0
2024-11-17,518085.0
2024-11-21,666198.0
2024-11-25,593158.0
2024-11-29,551876.0
2024-12-03,613585.0
2024-12-07,523611.0
2024-12-11,617471.0
2024-12-15,540459.0
2024-12-19,634202.0
2024-12-23,528563.0
2024-12-27,568492.0
2024-12-31,545227.0
2025-01-04,514543.0
2025-01-08,545474.0
2025-01-12,478512.0
2025-01-16,552617.0
2025-01-20,611603.0
2025-01-24,555324.0
2025-01-28,526610.0
2025-02-01,547939.0
2025-02-05,549668.0
2025-02-09,458209.0
2025-02-13,554664.0
2025-02-17,481661.0
2025-02-21,539520.0
2025-02-25,593036.0
2025-03-01,537837.0
2025-03-05,553079.0
2025-03-09,468931.0
2025-03-13,548028.0
2025-03-17,511394.0
2025-03-21,542213.0
2025-03-25,537123.0
2025-03-29,491096.0
2025-04-02,561041.0
2025-04-06,468285.0
2025-04-10,559681.0
2025-04-14,531419.0
2025-04-18,515292.0
2025-04-22,569473.0
2025-04-26,486530.0
2025-04-30,558028.0
2025-05-04,446087.0
2025-05-08,592201.0
2025-05-12,532368.0
2025-05-16,539053.0
2025-05-20,536030.0
2025-05-24,500617.0
2025-05-28,546095.0
2025-06-01,452800.0
2025-06-05,562558.0
2025-06-09,506842.0
2025-06-13,567837.0
2025-06-17,518441.0
2025-06-21,455627.0
2025-06-25,516000.0
2025-06-29,442209.0
2025-07-03,571346.0
2025-07-07,493343.0
2025-07-11,626638.0
2025-07-15,560371.0
2025-07-19,477264.0
2025-07-23,535701.0
2025-07-27,457112.0
2025-07-31,584264.0
2025-08-04,542397.0
2025-08-08,749938.0
2025-08-12,543783.0
2025-08-16,475351.0
2025-08-20,534876.0
2025-08-24,443678.0
2025-08-28,547915.0
2025-09-01,521197.0
2025-09-05,587857.0
2025-09-09,549610.0
2025-09-13,526152.0
2025-09-17,517428.0
2025-09-21,467555.0
2025-09-25,542099.0
2025-09-29,521335.0
2025-10-03,595427.0
2025-10-07,561921.0
2025-10-11,546781.0
2025-10-15,542831.0
2025-10-19,443995.0
2025-10-23,527286.0
2025-10-27,522563.0
2025-10-31,572374.0
2025-11-04,582796.0
2025-11-08,470481.0
2025-11-12,504920.0
2025-11-19,535320.0
2025-11-23,442816.0
2025-11-27,525809.0
2025-12-01,557926.0
2025-12-05,534245.0
2025-12-09,507794.0
2025-12-13,463369.0
2025-12-17,511367.0
2025-12-21,436144.0
2025-12-25,431619.0
2025-12-29,516338.0
2026-01-02,518434.0
2026-01-06,517888.0
2026-01-10,451552.0
2026-01-14,501548.0
2026-01-18,411852.0
2026-01-22,478520.0
2026-01-26,465362.0
2026-01-30,580888.0
2026-02-03,550746.0
2026-02-07,481546.0
2026-02-11,490231.0
2026-02-15,399280.0
2026-02-19,473222.0
2026-02-23,458764.0
2026-02-27,549158.0
2026-03-03,504537.0
2026-03-07,458399.0
2026-03-11,475423.0
2026-03-15,406808.0
2026-03-19,486162.0
2026-03-23,476303.0
2026-03-27,507433.0
2026-03-31,485131.0
2026-04-04,430348.0
2026-04-08,489051.0
2026-04-12,395725.0
2026-04-17,521678.0
2026-04-21,478903.0
2026-04-25,428848.0
2026-04-29,482542.0
2026-05-03,402346.0
2026-05-07,497326.0
2026-05-11,457665.0
2026-05-15,525031.0
2026-05-19,469682.0
2026-05-23,439350.0
2026-05-27,474906.0
